2026-05-16T23:00	3d6caaf	test_pass_rate	114/114	keep	subgraph(): composable sub-graph with input/output state mapping + error isolation
2026-05-19T23:00	2a24ef8	test_count	122/122	keep	race(): Promise.any-based fastest-responder-wins node, 8 tests (114→122)
2026-05-20T21:05	e593d69	test_count	130/130	keep	tap()+tapBefore()+tapAfter(): side-effect nodes, errors swallowed (+8, 122→130)
2026-05-20T21:10	369394d	test_count	138/138	keep	partition()+splitBy(): predicate-based state branching (+8, 130→138)
2026-05-20T21:18	fa97120	test_count	143/143	keep	throttle(): sliding window node throttling with queue (+5, 138→143)
2026-05-20T21:25	7d14d14	test_count	150/150	keep	seal()+isSealed()+unseal(): frozen state protection + mutation detection (+7, 143→150)
2026-05-22T23:00	816f44f	test_count	170/170	keep	multi-agent tests: AgentPool+Orchestrator+createCodeWorkflow (+20, 150→170)
2026-05-27T19:15	c9b22b1	test_count	181/181	keep	Supervisor class: dynamic agent registration + health tracking (consecutive failure detection) + round-robin/least-busy/random routing + capability filtering + resetHealth + toPool(). +11 tests (170→181).
2026-05-27T19:30	4872be3	test_count	186/186	keep	Supervisor: broadcast() to all healthy agents + getHealthSummary() aggregate stats. +5 tests (181→186).
2026-05-27T19:45	be1137b	test_count	188/188	keep	Supervisor: retryWithFallback() — auto-retry with agent failover on failure. +2 tests (186→188).
2026-05-28T21:10	03efa1f	test_count	195/195	keep	Supervisor weighted strategy + history tracking + getHistory — +7 tests (188→195)
2026-05-28T23:10	67da8c4	test_count	199/199	keep	Supervisor saveState()/loadState() — JSON persistence for agent health. +4 tests (195→199)
2026-05-29T21:05	e0de68f	test_count	214/214	keep	TaskQueue: priority-based task queue with dequeue/peek/drain/filter/remove (+15, 199→214)
2026-05-29T21:10	bd87d60	test_count	222/222	keep	Circuit breaker: closed→open→half-open state machine with recovery timeout (+8, 214→222)
2026-05-29T21:15	a368338	test_count	226/226	keep	processQueue: Supervisor drains TaskQueue with priority, re-enqueues failed tasks (+4, 222→226)
2026-05-29T21:20	ec1389f	test_count	229/229	keep	processQueueParallel: concurrent queue processing with batched concurrency (+3, 226→229)
2026-05-30T19:10:59+08:00	e052df8	test_count	237/237	keep	Supervisor.delegate()+healthReport() — +8 tests (229→237). Zero regressions.
2026-06-20T23:08:14+08:00	de68013	test_count	248/248	keep	getMetrics + getPoolMetrics: latency percentiles (p50/p95/p99), throughput/error rate from history. _percentiles helper. +11 tests (237→248). Zero regressions.
2026-06-26T23:10:00+08:00	009dcd1	test_count	248→261/261 pass	keep	Cycle 170: LLM smart routing — setLLMScorer/clearLLMScorer (pluggable async scoring fn) + selectAgentSmart (LLM-scored selection with tie-break by health + error graceful degradation + 0..1 clamping) + executeSmart (LLM-routed execution with smartRouted flag) + saveState llmScorer flag. +13 tests (248→261). Zero regressions. 170th consecutive day.
2026-09-06T21:30:00+08:00	a27b9c2..12878d8	test_count	261→280/280 pass	keep	Evening series: config-validation hardening (batch concurrency / throttle limit deadlock / retry throw-undefined / seal isSealed identity / withTimeout message-matching sentinel) +19 tests, 12 red-verified
2026-09-14T03:07:00+08:00	e2f3842	test_count	280→294/294 pass	keep	Gateway client hardening — 3 red-first bugs (falsy-zero timeoutSeconds, unguarded JSON parse, bare fetch error) +11 characterization tests; morning session (tsv backfill, was missing)
2026-09-14T22:20:00+08:00	35f4cd7	test_count	294→302/302 pass	keep	OpenClawClient.health() — GET /healthz probe (never-throws, AbortSignal budget, gateway ok:false/degraded + non-JSON 2xx + 500 + unreachable surfaces) + first real-socket gateway integration suite (spawn e2e: Authorization header arrival, timeoutSeconds:0 survival, 502 propagation). +8 tests, 6 red-verified. Endpoint contract grounded in real gateway source (gateway-child: GET /healthz|/readyz → {ok,status})
